#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
ALT_REF_LOCI_7	Primary Assembly	HSCHR19LRC_PGF1_CTG3_1	GL949752.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	987100	54025634	55084318	0	0
ALT_REF_LOCI_8	Primary Assembly	HSCHR6_8_CTG1	KI270758.1	CHROMOSOME	6	CM000668.2	MHC	-	1	68829	32385054	32454732	0	7923
ALT_REF_LOCI_8	Primary Assembly	HSCHR19LRC_PGF2_CTG3_1	GL949753.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	796479	54025634	55084318	0	0
ALT_REF_LOCI_9	Primary Assembly	HSCHR19_4_CTG3_1	KI270938.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	1066800	54025634	55084318	0	0
ALT_REF_LOCI_10	Primary Assembly	HSCHR19KIR_FH15_B_HAP_CTG3_1	KI270882.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	3	248807	54698377	54875515	2	0
ALT_REF_LOCI_11	Primary Assembly	HSCHR19KIR_G085_A_HAP_CTG3_1	KI270883.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170399	54698377	54868790	0	0
ALT_REF_LOCI_12	Primary Assembly	HSCHR19KIR_G085_BA1_HAP_CTG3_1	KI270884.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	157053	54698377	54869245	0	0
ALT_REF_LOCI_13	Primary Assembly	HSCHR19KIR_G248_A_HAP_CTG3_1	KI270885.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	171027	54698377	54869367	0	0
ALT_REF_LOCI_14	Primary Assembly	HSCHR19KIR_G248_BA2_HAP_CTG3_1	KI270886.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	3	204239	54698377	54858867	2	0
ALT_REF_LOCI_15	Primary Assembly	HSCHR19KIR_GRC212_AB_HAP_CTG3_1	KI270887.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	3	209512	54698377	54881189	2	0
ALT_REF_LOCI_16	Primary Assembly	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	KI270888.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	155532	54698377	54868929	0	0
ALT_REF_LOCI_17	Primary Assembly	HSCHR19KIR_LUCE_A_HAP_CTG3_1	KI270889.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170698	54698377	54869056	0	0
ALT_REF_LOCI_18	Primary Assembly	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	KI270890.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	184499	54698377	54869045	0	0
ALT_REF_LOCI_19	Primary Assembly	HSCHR19KIR_RSH_A_HAP_CTG3_1	KI270891.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170680	54698377	54869056	0	0
ALT_REF_LOCI_20	Primary Assembly	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	KI270914.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	2	205194	54698377	54858949	1	0
ALT_REF_LOCI_21	Primary Assembly	HSCHR19KIR_T7526_A_HAP_CTG3_1	KI270915.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170665	54698377	54869056	0	0
ALT_REF_LOCI_22	Primary Assembly	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	KI270916.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	184516	54698377	54869302	0	0
ALT_REF_LOCI_23	Primary Assembly	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	KI270917.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	23	190932	54721063	54911985	22	0
ALT_REF_LOCI_24	Primary Assembly	HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	KI270918.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	123111	54698377	54821095	0	0
ALT_REF_LOCI_25	Primary Assembly	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	KI270919.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170701	54698377	54869057	0	0
ALT_REF_LOCI_26	Primary Assembly	HSCHR19KIR_FH05_A_HAP_CTG3_1	KI270920.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	3	198005	54713160	54911985	2	0
ALT_REF_LOCI_27	Primary Assembly	HSCHR19KIR_FH05_B_HAP_CTG3_1	KI270921.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	4	282224	54701162	54911985	3	0
ALT_REF_LOCI_28	Primary Assembly	HSCHR19KIR_FH06_A_HAP_CTG3_1	KI270922.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	187935	54724022	54911985	0	0
ALT_REF_LOCI_29	Primary Assembly	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	KI270923.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	4	189352	54709012	54911985	3	0
ALT_REF_LOCI_30	Primary Assembly	HSCHR19KIR_FH08_A_HAP_CTG3_1	KI270929.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	3	186203	54725825	54911985	2	0
ALT_REF_LOCI_31	Primary Assembly	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	KI270930.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	200773	54698377	54869056	0	0
ALT_REF_LOCI_32	Primary Assembly	HSCHR19KIR_FH13_A_HAP_CTG3_1	KI270931.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170148	54698377	54869415	0	0
ALT_REF_LOCI_33	Primary Assembly	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	KI270932.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	215732	54698377	54869394	0	0
ALT_REF_LOCI_34	Primary Assembly	HSCHR19KIR_FH15_A_HAP_CTG3_1	KI270933.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	170537	54698377	54869056	0	0
ALT_REF_LOCI_35	Primary Assembly	HSCHR19KIR_RP5_B_HAP_CTG3_1	GL000209.2	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	177381	54698377	54861971	0	0
PATCHES	ALT_REF_LOCI_2	HG2139_PATCH	KN538374.1	SCAFFOLD	HSCHR15_4_CTG8	KI270905.1	REGION1A	+	1	4998962	1	5161414	0	0
